"Project","Region","Year","Month","Day","Site","Zone","Sample_ID","Sampler_Type","Replicate","SO4_ppm","SO4_mM","SO4_conc_flag","Cl_ppm","Cl_mM","Cl_conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_conc_flag","NH3_mgL","NH3_uM","NH3_conc_flag","PO4_mgL","PO4_uM","PO4_conc_flag","NOx_mgL","NOx_uM","NOx_conc_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_conc_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_conc_flag"
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_3","RHZ","3","302.8968","9.44781035558328",NA,"2656.2601","74.9297630465444",NA,"4.7998880007","0","0","bdl","0.084871","6.05931447093177",NA,"0.004356","0.140635160817727",NA,"0.055997","3.99787244675762",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_4","RHZ","4","385.8873","12.036409856519",NA,"3103.4481","87.5443751763047",NA,"5.6079567167","0","0","bdl","0.112865","8.0579294194921",NA,"0.003672","0.118551953747175",NA,"0.008632","0.616276496248224","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_5","RHZ","5","502.6139","15.6772894572676",NA,"4159.8343","117.343703808181",NA,"7.5168465801","0","0","bdl","0.28933","20.6565429401643",NA,"0.005018","0.162008089298291",NA,"0.018337","1.30915918810284","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_7","RHZ","7","288.194","8.98920773549595",NA,"2497.9285","70.4634273624824",NA,"4.5137827995","0","0","bdl","0.127339","9.09129202453112",NA,"0.004079","0.131692107661962",NA,"0.010785","0.769988648289747","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_6","RHZ","6","502.033","15.6591703056769",NA,"3739.4102","105.484067700987",NA,"6.7571402314","0","0","bdl","0.118526","8.4620931411396",NA,"0.003828","0.123588474658002",NA,"0.016432","1.17315284827975","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_8","RHZ","8","377.6218","11.7785963817842",NA,"3190.0079","89.9861184767278",NA,"5.7643702753","0","0","bdl","0.245336","17.5156175258983",NA,"0.00695","0.224383463655464",NA,"0.021967","1.56832087500982","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_1","RHZ","1","883.2321","27.5493480973175",NA,"6899.4071","194.623613540197",NA,"12.4672546297","1.42035917636722","0.0987540347265424",NA,"0.16897","12.0635124618932",NA,"0.004888","0.157810988539268",NA,"0.019686","1.40547023924265","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_2","RHZ","2","924.5517","28.8381690580162",NA,"7394.3016","208.583966149506",NA,"13.3615289912","46.2044398529888","2.96371810572641",NA,"0.156966","11.2064940349975",NA,"0.011646","0.375995657227559",NA,"0.012321","0.879650452997494","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_4","RHZ","4","841.0561","26.2338147223955",NA,"6779.1768","191.232067700987",NA,"12.2499984776","18.8428562587223","0.246885086816355",NA,"0.164723","11.7603004276525",NA,"0.003679","0.118777951480353",NA,"0.018735","1.33757416093727","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_6","RHZ","6","812.1662","25.3326949469744",NA,"7655.9586","215.964981664316",NA,"13.8343431902","145.944453210225","4.71457870952777","adl","0.25735","18.3733498968351",NA,"0.017864","0.576746215070678",NA,"0.019166","1.36834514910721","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_8","RHZ","8","967.4174","30.1752152214598",NA,"7695.5432","217.081613540197",NA,"13.9058725624","15.2233528568436","0.213333097328095",NA,"0.212616","15.1795926235302",NA,"0.006948","0.224318892874556",NA,"0.022696","1.62036739560353","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_3","RHZ","3","1018.0692","31.755121646912",NA,"8262.6936","233.08021438646",NA,"14.9307133352","10.4283837199496","0.13965929524934",NA,"0.26606","18.9951951566036",NA,"0.005132","0.165688623810049",NA,"0.021848","1.55982494092113","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_5","RHZ","5","844.5175","26.3417810355583",NA,"7636.3408","215.411588152327",NA,"13.7988938256","102.882837175012","2.45597929007879","adl","0.257347","18.3731357136228",NA,"0.009664","0.312006013347684",NA,"0.016969","1.211491643285","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_7","RHZ","7","864.9464","26.9789893948846",NA,"5569.2249","157.100843441467",NA,"10.0636153943","103.022496470262","4.3681221499335","adl","0.285582","20.3889567135728",NA,"0.020825","0.672343256205042",NA,"0.022677","1.61901090192551","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","UP","MSM_202306_UP_RHZ_6","RHZ","6","132.288","4.12626325639426",NA,"1071.7023","30.2313765867419",NA,"1.9365920561","0","0","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_1","RHZ","1","1086.1118","33.8774734872115",NA,"9408.0757","265.390005641749",NA,"17.0004187899","0","0","bdl","0.584635","41.7396674448657",NA,"0.005578","0.180087907952544",NA,"0.044133","3.15084923643685",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_2","RHZ","2","891.5357","27.8083499688085",NA,"8029.1285","226.491636107193",NA,"14.5086611995","0","0","bdl","0.540375","38.5797511191073",NA,"0.009299","0.300221845831966",NA,"0.174583","12.4642492521436",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_3","RHZ","3","974.5371","30.3972894572676",NA,"8446.5117","238.265492242595",NA,"15.2628726419","0","0","bdl","0.759339","54.2125554199062",NA,"0.008027","0.259154829174448",NA,"0.000214","0.0152784024788137","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_4","RHZ","4","1247.3714","38.9074048658765",NA,"10102.6968","284.984394922426",NA,"18.2555991176","0","0","bdl","0.587628","41.9533508963567",NA,"0.00562","0.181443894351613",NA,"0.119849","8.55654793777264",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_5","RHZ","5","985.5724","30.7414971927636",NA,"8613.1654","242.966583921015",NA,"15.5640158778","0","0","bdl","1.001355","71.4911435241706",NA,"0.006882","0.222188057104591",NA,"0.009506","0.678675205437398","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_6","RHZ","6","1114.8461","34.7737398627573",NA,"9222.3539","260.151026798307",NA,"16.6648194973","0","0","bdl","0.804151","57.4118814567314",NA,"0.006575","0.212276442235205",NA,"0.082747","5.90767275660934",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_7","RHZ","7","1075.1471","33.5354678727386",NA,"9131.0061","257.574220028209",NA,"16.4997540227","0","0","bdl","0.943179","67.3377026708646",NA,"0.007194","0.232261098926246",NA,"0.006407","0.457423947111025","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_8","RHZ","8","1038.0071","32.3770149719276",NA,"9419.7572","265.719526093089",NA,"17.0215272604","0","0","bdl","0.892199","63.6980159495099",NA,"0.015002","0.484345427591263",NA,"0.0106","0.756780683530025","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_1","RHZ","1","1094.7124","34.145739238927",NA,"9713.3353","274.000995768688",NA,"17.5520228871","91.1204059113455","6.07178474563362",NA,"0.218955","15.6321617511619",NA,"0.016206","0.523217037697907",NA,"0.004","0.285577616426424","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_2","RHZ","2","875.2224","27.2995134123518",NA,"8937.4618","252.114578279267",NA,"16.1500194726","406.118111012725","26.3496456278046",NA,"0.174032","12.4249109354809",NA,"0.01996","0.644416393462312",NA,"0.00509","0.363397516902625","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_4","RHZ","4","1049.7841","32.7443574547723",NA,"9976.7031","281.430270803949",NA,"18.0279285017","256.47479378746","14.1288107731653",NA,"0.217678","15.5409910971178",NA,"0.025262","0.815593533649545",NA,"0.018339","1.30930197691105","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_6","RHZ","6","989.9609","30.8783811603244",NA,"9748.9528","275.005720733427",NA,"17.6163837096","796.703375828128","53.4171072334166",NA,"0.264878","18.9108069709496",NA,"0.032716","1.05624883409384",NA,"0.012002","0.856875638087487","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_8","RHZ","8","1054.7555","32.8994229569557",NA,"9611.7041","271.13410719323",NA,"17.3683753087","70.0947094983227","3.6712020214855",NA,"0.360192","25.7156932039667",NA,"0.017992","0.580878745048793",NA,"0.011564","0.825604889088793","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_3","RHZ","3","1246.882","38.8921397379913",NA,"10019.1289","282.627049365303",NA,"18.1045919223","0.437636129999077","0.0458399152502099",NA,"0.191965","13.7052267843246",NA,"0.011852","0.382646447661088",NA,"0.013109","0.9359092434335","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_5","RHZ","5","919.7063","28.6870336868372",NA,"9966.8549","281.152465444288",NA,"18.0101328043","875.036520224024","13.7837710905158",NA,"0.22689","16.1986763477479",NA,"0.020213","0.65258459724718",NA,"0.009234","0.659255927520401","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_7","RHZ","7","931.8486","29.0657704304429",NA,"9704.7392","273.758510578279",NA,"17.5364897344","616.807258008585","44.5123437450283",NA,"0.281015","20.0628984700179",NA,"0.02553","0.824246018291223",NA,"0.013545","0.96703720362398","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_1","RHZ","1","933.803","29.1267311291329",NA,"8433.3302","237.893658674189",NA,"15.2390536714","0","0","bdl","1.046299","74.6998936223379",NA,"0.00937","0.302514108554201",NA,"0.04931","3.52045806649675",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_2","RHZ","2","853.0672","26.6084591391142",NA,"7792.7538","219.823802538787",NA,"14.0815321166","0","0","bdl","0.899299","64.2049162186668",NA,"0.012088","0.390265799808238",NA,"0.007678","0.548166234730522","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_3","RHZ","3","871.2304","27.1749968808484",NA,"7708.1261","217.43656135402",NA,"13.9286098627","0","0","bdl","1.357525","96.9196884348205",NA,"0.008987","0.29014880401031",NA,"0.005209","0.371893450991311","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_4","RHZ","4","1230.7105","38.3877261384903",NA,"9574.1069","270.073537376587",NA,"17.3004371683","0","0","bdl","0.667508","47.6563358963924",NA,"0.006091","0.196650313255458",NA,"0.023494","1.6773401300806","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_5","RHZ","5","837.1423","26.1117373674361",NA,"7705.0136","217.348761636107",NA,"13.9229855752","0","0","bdl","1.324498","94.5617454503916",NA,"0.009585","0.309455467501817",NA,"0.003528","0.251879457688106","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_6","RHZ","6","954.8227","29.7823674360574",NA,"8317.8978","234.637455571227",NA,"15.0304673246","0","0","bdl","1.384799","98.866899412424",NA,"0.008196","0.264611060161178",NA,"0.011805","0.842810940478485","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_7","RHZ","7","907.1885","28.2965845290081",NA,"8171.1816","230.49877574048",NA,"14.7653511512","0","0","bdl","1.230939","87.8821563965816",NA,"0.008292","0.267710457644764",NA,"0.003108","0.221893807963332","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","TR","MSM_202307_TR_RHZ_8","RHZ","8","850.5542","26.5300748596382",NA,"8561.4471","241.507675599436",NA,"15.4705609097","0","0","bdl","1.252567","89.4262745685993",NA,"0.029923","0.966075738555749",NA,"0.014254","1.01765583613556","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_3","RHZ","3","1138.5206","35.5121834061135",NA,"9314.9892","262.764152327221",NA,"16.8322114844","87.8286110090428","8.34302321157049",NA,"0.230359","16.4463435355937",NA,"0.029113","0.93992457228799",NA,"0.014022","1.00109233438283","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_5","RHZ","5","731.5138","22.8170243293824",NA,"8825.3129","248.950998589563",NA,"15.9473664103","1816.26588276518","57.9714349593028",NA,"0.201389","14.3780476486253",NA,"0.030577","0.987190383912681",NA,"0.006852","0.489194456938465","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_7","RHZ","7","667.1848","20.8105053025577",NA,"8704.1507","245.533165021157",NA,"15.7284263149","1562.1284810244","70.2757252557114",NA,"0.359718","25.6818522564201",NA,"0.040891","1.32018190105548",NA,"0.002949","0.210542097710381","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_1","RHZ","1","1107.9075","34.5573144104803",NA,"9392.3263","264.9457348378",NA,"16.9719596241","44.7189439211249","4.81966484019306",NA,"0.24931","17.799338887818",NA,"0.018762","0.605738495698391",NA,"0.011728","0.837313571362277","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_2","RHZ","2","848.7217","26.4729164067374",NA,"8630.1204","243.444863187588",NA,"15.5946535628","606.77094429609","6.21090829921786",NA,"0.300217","21.433813817673",NA,"0.036015","1.16275833720166",NA,"0.010815","0.772130480412945","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_4","RHZ","4","951.2624","29.6713162819713",NA,"9260.8436","261.236772919605",NA,"16.7343703852","884.623933065678","73.7887970545748",NA,"0.21866","15.6111004019505",NA,"0.024173","0.780434743445113",NA,"0.014855","1.06056387300363","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_6","RHZ","6","769.4056","23.9989270118528",NA,"8922.4079","251.689926657264",NA,"16.1228170753","1519.96743741763","115.867431051615",NA,"0.430102","30.7068759950595",NA,"0.053127","1.71522593865091",NA,"0.00527","0.376248509641814","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,7,13,"MSM","WC","MSM_202307_WC_RHZ_8","RHZ","8","1002.4324","31.2673861509669",NA,"8725.2556","246.128507757405",NA,"15.7665628692","86.6340481068511","7.35740747195208",NA,"0.320659","22.8932582264202",NA,"0.025301","0.816852663877252",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_1","RHZ","1","731.6378","22.820892077355",NA,"7254.3361","204.635715091678",NA,"13.1086113327","0","0","bdl","0.651631","46.5228069423919",NA,"0.007132","0.230259404718097",NA,"0.036279","2.59011758658356",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_2","RHZ","2","805.5504","25.1263381160324",NA,"7213.1166","203.472964739069",NA,"13.0341276962","0","0","bdl","0.406685","29.0350332340951",NA,"0.008038","0.259509968469442",NA,"0.01967","1.40432792877694","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_3","RHZ","3","612.8179","19.1147192763568",NA,"5597.8593","157.908583921015",NA,"10.1153577551","0","0","bdl","0.596233","42.5676997436941",NA,"0.007334","0.236781053589809",NA,"0.228962","16.3466055530568",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_4","RHZ","4","944.0727","29.4470586400499",NA,"7538.3508","212.64741325811",NA,"13.6218258956","0","0","bdl","0.460629","32.8863329692219",NA,"0.005724","0.184801574958831",NA,"0.043372","3.09651809491172",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_5","RHZ","5","770.0282","24.0183468496569",NA,"6771.4897","191.01522425952",NA,"12.2361078879","0","0","bdl","0.708663","50.5945725973998",NA,"0.010284","0.332022955429179",NA,"0.056124","4.00693953607916",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_6","RHZ","6","701.8313","21.8911821584529",NA,"7146.3605","201.589858956276",NA,"12.9134994235","0","0","bdl","0.357086","25.4939421848116",NA,"0.006126","0.197780301921349",NA,"0.031336","2.23721504708461",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_7","RHZ","7","702.6218","21.9158390517779",NA,"7261.3462","204.833461212976",NA,"13.1212785834","0","0","bdl","0.556735","39.7477635702914",NA,"0.007568","0.244335834956051",NA,"0.022411","1.60001999043315","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","TR","MSM_202308_TR_RHZ_8","RHZ","8","683.4949","21.3192420461634",NA,"7998.2162","225.619638928068",NA,"14.4528026734","0","0","bdl","0.536881","38.3302990711588",NA,"0.012252","0.395560603842698",NA,"0.216574","15.4621716749841",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_1","RHZ","1","1281.6676","39.9771553337492",NA,"10042.8303","283.295636107193",NA,"18.1474203521","329.933178266783","26.8712309395109",NA,"0.257009","18.3490044050347",NA,"0.019457","0.628176842063938",NA,"0.035028","2.5008031870462",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_2","RHZ","2","830.8524","25.9155458515284",NA,"9312.3286","262.689100141044",NA,"16.8274037802","1497.46822114727","85.5333552147988",NA,"0.354105","25.2811154661698",NA,"0.05223","1.68626594341365",NA,"0.032998","2.35587254670979",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_4","RHZ","4","1093.1433","34.0967966313163",NA,"9760.7637","275.338891396333",NA,"17.6377260059","1017.5091017323","85.7655867749333",NA,"0.372584","26.6004126596557",NA,"0.032229","1.04052584894273",NA,"0.023266","1.6610622059443","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_6","RHZ","6","938.2101","29.2641952588896",NA,"9959.6114","280.948135401975",NA,"17.9970437998","2282.66294856159","121.547399515767",NA,"1.185103","84.6097224899512",NA,"0.098903","3.1931219720743",NA,"0.054244","3.87271805635874",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_8","RHZ","8","909.6604","28.3736868371803",NA,"10019.3293","282.632702397743",NA,"18.1049540451","2026.94412517395","193.115459985685",NA,"0.796668","56.8776371308017",NA,"0.059615","1.92469355191662",NA,"0.033409","2.3852156467976",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_5","RHZ","5","1190.3772","37.1296693699314",NA,"10398.4095","293.326078984485",NA,"18.7899519665","2335.71664635985","115.545058798939",NA,"0.402855","28.7615926663668",NA,"0.047169","1.52286958232584",NA,"0.032488","2.31946140061542",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_3","RHZ","3","1157.9589","36.1184934497817",NA,"9769.3138","275.580078984485",NA,"17.6531760366","719.701011424703","72.0280886019359",NA,"0.243376","17.3756844938494",NA,"0.018815","0.607449621392455",NA,"0.029861","2.13190830102737",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,8,17,"MSM","WC","MSM_202308_WC_RHZ_7","RHZ","7","830.9295","25.9179507174049",NA,"9806.2381","276.621667136812",NA,"17.7198982467","2307.06764954879","118.156195167013",NA,"0.99671","71.1595165170954",NA,"0.086096","2.77964297652962",NA,"0.035044","2.5019454975119",NA,NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_1","RHZ","1","1030.6383","32.1471709295072",NA,"9889.6436","278.974431593794",NA,"17.8706119852","0","0","bdl","1.741073","124.302869341101",NA,"0.008978","0.289858235496224",NA,"0.00387","0.276296343892566","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_2","RHZ","2","14.9675","0.466859014348097",NA,"8461.3277","238.683433004231",NA,"15.2896451539","0","0","bdl","0.744949","53.1851899448121",NA,"0.013895","0.448605500358658",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_3","RHZ","3","885.0474","27.6059700561447",NA,"8483.4716","239.308084626234",NA,"15.3296591812","0","0","bdl","1.00189","71.5293395303676",NA,"0.005602","0.18086275732344",NA,"0.003421","0.2442402564487","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_4","RHZ","4","1233.8151","38.4845633187773",NA,"10785.5383","304.246496473907",NA,"19.4894937081","0","0","bdl","0.476608","34.0271441524413",NA,"0.00538","0.173695400642647",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_5","RHZ","5","834.6791","26.0349064254523",NA,"8581.1741","242.064149506347",NA,"15.5062075987","0","0","bdl","0.765478","54.6508456667166",NA,"0.00788","0.254408876777706",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_6","RHZ","6","961.8595","30.0018558951965",NA,"9665.9023","272.662970380818",NA,"17.4663114561","0","0","bdl","1.547613","110.490907922637",NA,"0.008545","0.275878661429632",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_7","RHZ","7","963.1908","30.0433811603244",NA,"9562.4377","269.744363892807",NA,"17.2793509239","0","0","bdl","1.019943","72.8182227077042",NA,"0.006077","0.196198317789102",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","TR","MSM_202309_TR_RHZ_8","RHZ","8","672.8113","20.9860043668122",NA,"8669.9839","244.569362482369",NA,"15.6666869073","0","0","bdl","1.704384","121.683480048834",NA,"0.025789","0.832607934418816",NA,"0.009902","0.706947389463614","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_1","RHZ","1","1141.9389","35.6188053649407",NA,"9502.1632","268.044095909732",NA,"17.1704349024","291.995372216029","13.6725542808998",NA,"0.273205","19.5053081739453",NA,"0.012095","0.390491797541416",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_2","RHZ","2","748.6145","23.3504210854648",NA,"9482.5923","267.49202538787",NA,"17.1350702861","1470.7422967808","109.380434247198",NA,"0.558199","39.8522849779034",NA,"0.061239","1.97712502601395",NA,"0.01886","1.34649846145059","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_4","RHZ","4","941.8956","29.3791515907673",NA,"10135.0762","285.897777150917",NA,"18.3141086934","57.9670127340112","0.126208193362159",NA,"0.350815","25.046227876659",NA,"0.041214","1.33061008217213",NA,"0.010181","0.726866428209357","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_6","RHZ","6","935.5364","29.1807985028072",NA,"9623.8463","271.476623413258",NA,"17.3903162641","59.9006039036443","5.83143163373547",NA,"1.197954","85.5272119771252",NA,"0.067479","2.17858586244706",NA,"0.00453","0.323416650602926","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_8","RHZ","8","964.2585","30.076684341859",NA,"9262.5043","261.283619181946",NA,"16.7373712701","49.5484542569934","3.02899664069162",NA,"1.002423","71.5673927477564",NA,"0.044769","1.44538464523618",NA,"0.008527","0.60878008381703","bdl",NA,NA,NA,NA,NA,NA
"COMPASS: Synoptic","CB",2023,9,14,"MSM","WC","MSM_202309_WC_RHZ_3","RHZ","3","1073.4254","33.4817654398004",NA,"8667.1153","244.488442877292",NA,"15.6615033471","10.2519321787583","1.3041513314089",NA,"0.231005","16.4924643206465",NA,"0.024502","0.791056636904487",NA,"0","0","bdl",NA,NA,NA,NA,NA,NA
